Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,Graduate,No,19848,5417,188,300,0,Urban,Rejected
Male,No,Not Graduate,No,6324,1397,646,300,1,Urban,Approved
Female,Yes,Not Graduate,Yes,6990,3951,384,180,1,Rural,Approved
Female,Yes,Not Graduate,Yes,5161,9543,213,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,6817,4360,472,300,0,Semiurban,Rejected
Male,No,Graduate,No,5797,2945,218,300,1,Urban,Approved
Male,No,Graduate,Yes,10569,4060,696,360,1,Rural,Approved
Male,No,Not Graduate,No,19221,8694,273,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,14660,6917,53,300,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,11185,152,431,300,1,Rural,Approved
Male,No,Not Graduate,Yes,13788,3438,304,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,5435,7811,204,180,0,Rural,Rejected
Female,No,Graduate,Yes,18139,895,629,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,13628,3198,235,240,1,Rural,Approved
Male,Yes,Graduate,No,15664,9477,67,300,1,Rural,Approved
Male,No,Graduate,No,3397,9064,376,300,1,Urban,Rejected
Female,Yes,Graduate,Yes,2569,4056,67,360,0,Urban,Rejected
Female,No,Not Graduate,No,12596,4660,251,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,15582,7545,110,180,1,Urban,Approved
Male,No,Graduate,Yes,17092,6669,256,360,0,Urban,Rejected
Male,Yes,Graduate,Yes,9775,4896,386,180,1,Urban,Approved
Female,Yes,Graduate,Yes,12714,1212,593,300,0,Semiurban,Rejected
Male,Yes,Graduate,No,19174,748,646,300,0,Rural,Rejected
Female,No,Not Graduate,No,17365,4085,341,300,0,Rural,Rejected
Female,Yes,Graduate,Yes,7831,5490,631,180,1,Rural,Approved
Female,Yes,Not Graduate,No,13922,9960,670,300,1,Urban,Approved
Male,No,Not Graduate,Yes,10935,7118,500,180,1,Semiurban,Approved
Male,No,Graduate,No,3587,3982,661,180,0,Semiurban,Rejected
Male,No,Graduate,Yes,10930,843,332,360,1,Rural,Approved
Male,Yes,Graduate,Yes,1965,4792,445,240,0,Rural,Rejected
Female,No,Graduate,Yes,1836,418,579,360,1,Urban,Rejected
Male,No,Not Graduate,No,11083,4591,229,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,17214,7697,112,300,0,Urban,Rejected
Male,Yes,Graduate,Yes,18314,2584,227,300,1,Urban,Approved
Female,Yes,Not Graduate,Yes,19226,1588,326,360,0,Urban,Rejected
Female,No,Not Graduate,No,14304,1765,359,300,0,Urban,Rejected
Female,No,Graduate,No,14557,7061,259,240,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,8258,1592,531,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,9693,9514,594,180,1,Rural,Approved
Male,Yes,Not Graduate,No,7678,7135,191,360,1,Rural,Approved
Female,No,Not Graduate,No,5333,9896,572,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,14484,1834,540,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,7973,1039,233,300,0,Urban,Rejected
Female,No,Graduate,No,2807,2420,234,180,0,Urban,Rejected
Female,No,Not Graduate,No,5992,5564,622,180,0,Rural,Rejected
Female,No,Not Graduate,No,9803,8429,641,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,10247,2135,444,180,0,Urban,Rejected
Male,No,Not Graduate,No,14547,9021,420,180,0,Urban,Rejected
Male,No,Graduate,Yes,18180,2797,534,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,3985,5758,431,240,0,Semiurban,Rejected
Male,Yes,Graduate,No,6278,9,471,240,0,Rural,Rejected
Male,No,Graduate,Yes,9579,6112,392,240,0,Rural,Rejected
Male,No,Not Graduate,Yes,2746,8007,456,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,16398,451,81,240,0,Rural,Rejected
Female,No,Not Graduate,Yes,8246,847,338,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,8338,1366,304,180,1,Semiurban,Approved
Male,No,Not Graduate,No,14904,1331,296,360,0,Rural,Rejected
Female,Yes,Graduate,No,12156,862,407,240,1,Semiurban,Approved
Male,No,Not Graduate,Yes,5354,5121,190,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,9935,4027,638,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,11483,9890,662,360,1,Urban,Approved
Female,Yes,Graduate,No,3744,5890,482,240,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,15993,6039,136,240,0,Rural,Rejected
Female,No,Not Graduate,Yes,5055,5483,338,360,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,1670,3063,112,300,0,Rural,Rejected
Female,No,Not Graduate,No,12254,662,325,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,15754,7279,172,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,7724,5025,418,360,0,Urban,Rejected
Male,Yes,Not Graduate,No,14064,5183,138,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,3039,8563,392,300,0,Semiurban,Rejected
Female,Yes,Graduate,No,6214,8427,641,360,1,Semiurban,Approved
Female,No,Graduate,No,17394,900,652,360,1,Semiurban,Approved
Female,No,Not Graduate,No,19048,5788,393,240,1,Urban,Approved
Male,No,Graduate,Yes,17724,5265,146,300,1,Urban,Approved
Female,No,Not Graduate,No,5811,8712,315,180,0,Semiurban,Rejected
Female,No,Graduate,No,15285,9555,481,180,0,Semiurban,Rejected
Female,No,Graduate,No,13561,7969,538,300,1,Rural,Approved
Female,No,Not Graduate,Yes,5996,2262,485,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,14654,5220,574,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,12721,6470,227,300,1,Urban,Approved
Male,No,Graduate,Yes,15396,1685,382,240,1,Urban,Approved
Male,No,Not Graduate,Yes,9383,128,349,300,1,Semiurban,Approved
Female,No,Not Graduate,Yes,7498,9716,343,240,1,Semiurban,Approved
Female,No,Graduate,Yes,6845,9636,124,300,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,16927,5683,117,300,0,Urban,Rejected
Male,Yes,Graduate,Yes,9283,4280,121,300,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,11212,9603,448,300,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,6206,7287,642,240,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,9858,6582,172,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,5150,6187,605,240,0,Semiurban,Rejected
Male,No,Not Graduate,No,7333,4017,603,360,0,Urban,Rejected
Female,No,Graduate,Yes,11530,1038,618,180,1,Rural,Approved
Male,No,Graduate,No,10466,4770,516,300,1,Semiurban,Approved
Female,No,Graduate,No,4086,1488,199,300,1,Urban,Rejected
Female,No,Graduate,Yes,17908,338,53,180,1,Semiurban,Approved
Male,No,Not Graduate,No,13121,1160,365,360,0,Rural,Rejected
Female,Yes,Graduate,Yes,18345,4558,327,180,1,Semiurban,Approved
Female,No,Graduate,No,2017,6284,282,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,4215,3505,445,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,2758,6629,54,180,1,Urban,Rejected
Male,No,Not Graduate,No,7711,5903,630,240,0,Rural,Rejected
Female,Yes,Not Graduate,No,16031,2239,394,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,12254,6401,244,240,0,Urban,Rejected
Male,No,Not Graduate,No,14281,6986,401,240,1,Urban,Approved
Male,Yes,Not Graduate,Yes,15449,3953,602,300,0,Urban,Rejected
Male,No,Not Graduate,No,6141,5153,501,180,0,Rural,Rejected
Female,No,Graduate,Yes,7074,7299,419,240,1,Semiurban,Approved
Female,Yes,Not Graduate,No,13850,513,380,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,16121,6696,657,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,7784,7229,409,240,1,Rural,Approved
Male,Yes,Graduate,No,18737,5360,368,180,1,Semiurban,Approved
Female,Yes,Graduate,No,17158,1715,240,360,1,Urban,Approved
Female,Yes,Graduate,No,2409,6290,384,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,8594,6641,196,360,1,Semiurban,Approved
Male,Yes,Not Graduate,No,8181,5747,602,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,18474,1072,450,240,1,Semiurban,Approved
Female,Yes,Not Graduate,No,1622,8889,298,360,1,Urban,Rejected
Male,No,Graduate,Yes,15057,5437,638,240,0,Semiurban,Rejected
Male,Yes,Graduate,No,16869,7667,249,240,0,Urban,Rejected
Female,No,Graduate,Yes,3140,2569,268,300,0,Rural,Rejected
Female,No,Graduate,No,12830,830,610,180,1,Urban,Approved
Male,No,Graduate,Yes,8966,4668,489,360,1,Urban,Approved
Male,No,Graduate,Yes,3678,202,173,240,0,Urban,Rejected
Female,No,Not Graduate,Yes,11954,6050,377,300,1,Urban,Approved
Male,No,Not Graduate,Yes,9400,7370,454,180,1,Urban,Approved
Female,Yes,Graduate,No,4092,5162,561,300,0,Rural,Rejected
Female,No,Graduate,No,5065,1401,370,240,1,Rural,Approved
Male,Yes,Not Graduate,No,15474,2936,119,360,0,Rural,Rejected
Female,No,Graduate,No,19891,810,337,360,0,Rural,Rejected
Male,Yes,Graduate,Yes,2872,2227,70,240,0,Urban,Rejected
Male,No,Graduate,Yes,9686,1134,138,180,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,17440,8478,67,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,2405,8791,443,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,9725,290,287,240,0,Urban,Rejected
Female,No,Graduate,No,16332,3091,156,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,9881,7127,612,240,1,Semiurban,Approved
Female,No,Not Graduate,No,15804,5539,144,180,0,Urban,Rejected
Female,Yes,Graduate,No,6461,5926,263,180,1,Urban,Approved
Female,Yes,Not Graduate,Yes,17717,2104,559,180,1,Urban,Approved
Female,No,Graduate,No,12245,5901,692,300,1,Rural,Approved
Female,No,Not Graduate,No,2535,8399,157,360,0,Rural,Rejected
Male,Yes,Graduate,Yes,3751,8553,592,300,1,Rural,Rejected
Male,No,Graduate,Yes,2865,5219,244,240,1,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,18892,9929,56,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,2400,4639,431,180,1,Rural,Rejected
Male,No,Not Graduate,No,8744,7517,672,360,1,Rural,Approved
Male,Yes,Graduate,No,14933,1002,170,180,1,Urban,Approved
Male,Yes,Graduate,Yes,2899,1781,533,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,2768,2091,516,360,0,Urban,Rejected
Female,Yes,Graduate,Yes,1844,8962,391,300,0,Urban,Rejected
Male,No,Graduate,No,6632,3051,149,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,8804,5834,568,300,1,Urban,Approved
Male,Yes,Not Graduate,No,2794,6952,630,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,9092,7559,472,240,1,Urban,Approved
Male,No,Graduate,No,10281,2771,118,240,0,Rural,Rejected
Male,No,Graduate,No,19252,6259,251,300,0,Rural,Rejected
Male,No,Not Graduate,No,5756,4871,321,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,8199,3861,683,180,1,Rural,Approved
Male,Yes,Graduate,Yes,6326,1905,597,240,0,Rural,Rejected
Female,No,Not Graduate,No,16146,9629,577,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,4097,8827,96,360,1,Semiurban,Rejected
Female,No,Graduate,No,14930,3036,556,180,1,Rural,Approved
Male,No,Not Graduate,No,14581,1253,89,180,0,Urban,Rejected
Male,Yes,Graduate,No,19164,6569,149,360,0,Urban,Rejected
Male,No,Graduate,Yes,11348,4307,438,180,0,Semiurban,Rejected
Female,No,Graduate,No,2639,5379,416,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,6364,3266,499,180,1,Urban,Approved
Male,No,Graduate,Yes,8051,1297,632,360,1,Rural,Approved
Male,Yes,Not Graduate,No,5793,9377,601,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,9784,4907,407,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,16067,3588,511,360,1,Semiurban,Approved
Female,Yes,Not Graduate,No,12559,5706,143,360,0,Urban,Rejected
Female,No,Graduate,Yes,19221,6807,698,240,1,Urban,Approved
Female,Yes,Not Graduate,Yes,4029,2834,206,180,1,Urban,Rejected
Female,Yes,Graduate,No,7297,412,429,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,9278,8314,120,240,0,Rural,Rejected
Female,No,Graduate,No,5585,3445,588,180,1,Semiurban,Approved
Male,No,Graduate,Yes,19752,1065,82,360,1,Semiurban,Approved
Female,No,Graduate,No,18360,1194,224,240,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,18427,2656,512,360,0,Semiurban,Rejected
Female,No,Graduate,Yes,7865,2823,486,360,1,Semiurban,Approved
Female,No,Not Graduate,Yes,8095,7732,126,300,1,Rural,Approved
Female,No,Graduate,No,5108,1500,554,180,0,Urban,Rejected
Female,No,Graduate,No,7845,2385,587,180,1,Urban,Approved
Male,Yes,Graduate,No,2241,9757,92,240,0,Rural,Rejected
Male,No,Not Graduate,Yes,6550,2109,174,180,0,Semiurban,Rejected
Female,No,Not Graduate,No,18987,8314,108,180,0,Rural,Rejected
Male,No,Not Graduate,No,6010,2860,551,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,4959,1121,311,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,2468,9814,57,240,1,Rural,Rejected
Male,No,Graduate,No,8720,7976,114,240,1,Semiurban,Approved
Male,No,Graduate,No,17999,4024,218,180,1,Rural,Approved
Female,Yes,Not Graduate,No,13699,3044,147,300,0,Semiurban,Rejected
Male,No,Graduate,No,17128,7840,276,300,1,Rural,Approved
Male,Yes,Not Graduate,No,3984,1420,372,180,0,Semiurban,Rejected
Male,Yes,Graduate,No,7996,1434,561,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,2068,997,685,240,1,Urban,Rejected
Female,Yes,Not Graduate,Yes,18117,3857,462,300,0,Rural,Rejected
Female,Yes,Graduate,Yes,10429,8921,243,360,1,Semiurban,Approved
Female,No,Graduate,Yes,3851,6924,563,360,1,Semiurban,Rejected
Female,Yes,Not Graduate,No,18652,2753,119,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,19088,3566,306,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,11082,6681,526,240,0,Urban,Rejected
Male,Yes,Graduate,Yes,8809,5442,293,300,0,Semiurban,Rejected
Female,No,Not Graduate,No,17402,2823,630,360,1,Urban,Approved
Male,No,Graduate,Yes,7954,8396,440,180,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,7220,8106,235,300,0,Semiurban,Rejected
Female,No,Graduate,Yes,12266,6242,102,360,1,Urban,Approved
Female,No,Not Graduate,No,8402,7179,457,180,1,Urban,Approved
Female,Yes,Not Graduate,No,17662,1874,105,180,1,Urban,Approved
Female,No,Graduate,Yes,7581,4270,507,360,1,Urban,Approved
Female,Yes,Not Graduate,No,10619,4195,294,300,0,Rural,Rejected
Male,No,Graduate,No,2903,7525,617,360,0,Semiurban,Rejected
Female,No,Graduate,No,1925,9471,241,240,0,Urban,Rejected
Female,No,Graduate,Yes,2001,8994,462,360,0,Semiurban,Rejected
Female,No,Graduate,Yes,15598,1543,243,180,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,4919,8775,82,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,19352,1982,589,240,1,Rural,Approved
Male,No,Graduate,Yes,6016,3685,367,180,1,Urban,Approved
Female,Yes,Not Graduate,Yes,17048,1804,233,300,1,Semiurban,Approved
Female,Yes,Graduate,No,11280,7342,62,360,1,Rural,Approved
Female,No,Graduate,Yes,18215,5737,513,180,1,Semiurban,Approved
Female,No,Graduate,Yes,18113,9738,536,300,0,Rural,Rejected
Male,Yes,Graduate,No,2948,335,238,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,14269,246,437,240,0,Rural,Rejected
Female,No,Graduate,Yes,14064,2137,111,180,0,Urban,Rejected
Female,No,Graduate,No,6395,7836,312,180,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,19325,6515,206,240,0,Rural,Rejected
Male,No,Not Graduate,No,9882,8876,699,360,1,Rural,Approved
Female,No,Not Graduate,Yes,18390,3237,572,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,8504,789,234,240,1,Urban,Approved
Male,Yes,Not Graduate,No,8934,5989,343,240,1,Urban,Approved
Female,Yes,Graduate,Yes,13771,38,652,360,0,Rural,Rejected
Female,No,Not Graduate,No,15470,4468,351,300,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,7528,2326,144,300,1,Rural,Approved
Female,No,Not Graduate,Yes,14822,7751,303,360,1,Rural,Approved
Female,Yes,Not Graduate,No,6535,8095,194,360,1,Semiurban,Approved
Female,No,Graduate,Yes,15493,3171,339,360,0,Rural,Rejected
Female,No,Not Graduate,Yes,15572,653,442,180,1,Semiurban,Approved
Female,No,Graduate,Yes,19445,8363,588,300,0,Urban,Rejected
Male,No,Graduate,Yes,2821,5151,168,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,12782,4151,188,240,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,7380,1973,442,180,0,Semiurban,Rejected
Male,No,Graduate,No,9259,6257,246,360,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,5100,9497,545,300,0,Urban,Rejected
Female,Yes,Not Graduate,No,4488,7032,99,300,0,Rural,Rejected
Female,Yes,Graduate,Yes,15613,3316,431,240,0,Urban,Rejected
Male,No,Graduate,No,19607,9864,263,180,0,Semiurban,Rejected
Female,No,Not Graduate,No,8764,9209,120,300,1,Rural,Approved
Female,No,Not Graduate,Yes,9845,9363,108,240,1,Rural,Approved
Male,No,Not Graduate,No,7943,4360,495,360,1,Semiurban,Approved
Female,Yes,Not Graduate,No,3967,1146,523,240,0,Rural,Rejected
Female,No,Graduate,Yes,12514,5566,405,360,1,Semiurban,Approved
Male,No,Graduate,No,9906,35,369,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,12362,1138,561,180,0,Rural,Rejected
Female,Yes,Graduate,No,3764,5632,527,360,0,Semiurban,Rejected
Female,Yes,Not Graduate,No,14839,2575,665,180,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,6770,5093,397,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,11295,6789,550,180,1,Urban,Approved
Female,Yes,Not Graduate,No,15228,1304,472,180,1,Rural,Approved
Female,Yes,Graduate,No,17327,4313,299,300,1,Urban,Approved
Male,No,Not Graduate,No,6319,9051,199,180,1,Urban,Approved
Male,No,Not Graduate,No,4477,874,688,240,0,Semiurban,Rejected
Male,No,Graduate,Yes,2360,629,590,360,0,Urban,Rejected
Male,No,Graduate,Yes,15665,828,649,300,1,Urban,Approved
Female,No,Not Graduate,No,5688,2120,645,180,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,18923,9072,569,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,5745,8696,449,180,1,Urban,Approved
Female,No,Not Graduate,No,17377,4929,675,180,1,Rural,Approved
Male,No,Not Graduate,Yes,14847,6947,78,300,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,17724,5607,603,180,1,Urban,Approved
Male,Yes,Graduate,No,19645,7200,354,180,1,Urban,Approved
Male,No,Not Graduate,No,11254,4605,452,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,13758,5708,416,240,0,Semiurban,Rejected
Male,Yes,Graduate,No,9629,389,640,180,1,Rural,Approved
Male,No,Graduate,No,15352,9284,445,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,2422,6909,617,240,1,Rural,Rejected
Female,No,Not Graduate,No,12018,6086,454,300,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,8970,8051,659,240,1,Rural,Approved
Male,Yes,Graduate,Yes,19096,5609,338,360,1,Rural,Approved
Female,Yes,Not Graduate,Yes,14899,8043,219,300,1,Urban,Approved
Female,Yes,Graduate,No,3673,3777,181,180,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,10959,8468,253,360,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,15727,6738,528,180,1,Urban,Approved
Male,Yes,Graduate,Yes,9212,579,685,180,0,Rural,Rejected
Male,No,Not Graduate,No,9670,3917,591,300,1,Urban,Approved
Male,Yes,Graduate,Yes,12720,2135,404,300,0,Urban,Rejected
Female,No,Not Graduate,No,13073,775,347,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,2876,6333,226,180,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,7210,2292,654,180,1,Semiurban,Approved
Female,No,Graduate,Yes,9104,4383,216,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,11510,7306,378,180,1,Urban,Approved
Male,Yes,Graduate,Yes,6592,3053,163,300,0,Urban,Rejected
Male,No,Not Graduate,Yes,11132,2940,210,300,1,Rural,Approved
Female,Yes,Graduate,No,14886,7897,357,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,12116,7001,146,360,0,Semiurban,Rejected
Female,No,Graduate,No,6749,7600,643,300,1,Semiurban,Approved
Female,No,Not Graduate,Yes,4533,9079,274,180,1,Urban,Rejected
Female,Yes,Graduate,Yes,19216,9554,219,300,1,Semiurban,Approved
Male,No,Not Graduate,Yes,8823,3222,504,360,1,Urban,Approved
Female,No,Not Graduate,No,17419,7906,624,300,1,Urban,Approved
Female,No,Graduate,Yes,8140,1454,66,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,2038,260,493,360,1,Urban,Rejected
Female,No,Graduate,Yes,7440,1500,651,360,0,Semiurban,Rejected
Male,Yes,Graduate,No,6189,2938,320,180,0,Rural,Rejected
Female,Yes,Graduate,Yes,8222,4111,659,180,1,Rural,Approved
Female,Yes,Not Graduate,No,9827,4038,320,240,0,Urban,Rejected
Female,Yes,Graduate,Yes,14755,6266,563,180,0,Urban,Rejected
Male,No,Graduate,No,3082,4116,220,180,0,Urban,Rejected
Female,No,Graduate,Yes,4752,8963,361,240,1,Urban,Rejected
Male,No,Graduate,Yes,15241,3074,214,360,1,Semiurban,Approved
Male,Yes,Graduate,No,5269,147,688,360,1,Urban,Approved
Male,Yes,Graduate,Yes,12307,941,516,180,0,Urban,Rejected
Male,No,Not Graduate,No,17632,292,495,180,1,Rural,Approved
Male,Yes,Not Graduate,Yes,13777,6541,329,240,0,Urban,Rejected
Male,No,Graduate,No,17017,1831,452,180,1,Semiurban,Approved
Male,Yes,Not Graduate,No,4941,4870,501,180,1,Urban,Rejected
Male,No,Not Graduate,Yes,5906,2986,308,240,0,Rural,Rejected
Female,No,Graduate,No,12579,679,180,240,1,Semiurban,Approved
Female,Yes,Graduate,No,8985,9942,440,300,0,Rural,Rejected
Male,No,Not Graduate,No,1506,8779,311,240,1,Rural,Rejected
Male,Yes,Not Graduate,Yes,2697,9494,633,180,0,Urban,Rejected
Male,No,Not Graduate,No,19658,8079,354,240,1,Semiurban,Approved
Female,Yes,Graduate,Yes,19556,8096,598,240,1,Rural,Approved
Female,No,Graduate,Yes,5096,1325,74,360,0,Urban,Rejected
Male,No,Graduate,No,5330,2861,182,240,1,Rural,Approved
Female,Yes,Not Graduate,No,17948,3696,190,360,1,Rural,Approved
Female,No,Graduate,No,2112,7017,668,300,1,Urban,Rejected
Male,No,Not Graduate,No,6586,7904,159,360,0,Rural,Rejected
Female,No,Graduate,No,5150,9647,94,300,0,Urban,Rejected
Male,Yes,Graduate,No,18817,9229,352,240,1,Rural,Approved
Female,No,Not Graduate,No,10391,3571,58,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,5534,2966,94,360,1,Urban,Approved
Male,No,Graduate,Yes,12217,7846,293,300,1,Urban,Approved
Male,No,Not Graduate,Yes,5976,8309,540,180,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,16756,3919,607,240,1,Rural,Approved
Female,Yes,Not Graduate,Yes,4823,3560,335,240,1,Semiurban,Rejected
Female,No,Not Graduate,Yes,9172,740,629,180,1,Urban,Approved
Female,Yes,Graduate,No,6577,8345,392,180,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,19706,2143,524,300,1,Urban,Approved
Male,Yes,Not Graduate,Yes,1932,6228,471,240,1,Urban,Rejected
Female,No,Graduate,Yes,16994,7282,657,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,9532,1227,540,180,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,10840,458,536,180,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,17862,442,697,240,1,Urban,Approved
Male,No,Graduate,No,14916,1365,285,180,0,Urban,Rejected
Female,Yes,Graduate,No,4612,2623,156,360,1,Semiurban,Rejected
Male,No,Graduate,Yes,13967,503,413,240,1,Urban,Approved
Female,No,Not Graduate,No,14613,3511,91,300,1,Urban,Approved
Female,No,Not Graduate,Yes,8637,912,549,300,0,Urban,Rejected
Male,No,Graduate,Yes,13682,2864,699,360,0,Urban,Rejected
Male,Yes,Graduate,Yes,13969,4163,295,180,1,Urban,Approved
Female,No,Not Graduate,Yes,3029,5800,117,300,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,8200,1231,112,300,1,Urban,Approved
Male,No,Graduate,Yes,5928,5417,142,180,0,Urban,Rejected
Male,No,Graduate,Yes,13536,5873,139,240,1,Rural,Approved
Female,Yes,Graduate,No,6719,3142,480,300,0,Urban,Rejected
Female,No,Graduate,No,2372,846,349,360,1,Rural,Rejected
Female,No,Not Graduate,Yes,6696,4518,621,240,1,Rural,Approved
Male,No,Graduate,No,9746,7030,377,180,1,Rural,Approved
Female,No,Graduate,No,3239,9069,270,300,1,Semiurban,Rejected
Male,No,Not Graduate,Yes,6496,7276,392,360,0,Rural,Rejected
Male,No,Graduate,No,13858,6626,643,240,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,10520,6558,307,360,0,Semiurban,Rejected
Female,No,Graduate,No,15141,104,409,180,0,Urban,Rejected
Female,Yes,Graduate,Yes,19250,8737,573,300,1,Rural,Approved
Male,Yes,Graduate,Yes,16168,9992,587,300,1,Semiurban,Approved
Female,No,Not Graduate,No,17367,1372,629,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,5093,3869,661,360,1,Urban,Approved
Female,Yes,Graduate,Yes,11214,5603,121,240,1,Semiurban,Approved
Female,Yes,Graduate,Yes,16103,6750,480,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,14529,8815,340,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,14330,218,509,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,14812,6979,59,240,1,Rural,Approved
Female,Yes,Not Graduate,Yes,15672,4497,282,300,1,Semiurban,Approved
Male,No,Not Graduate,Yes,5379,6678,643,180,1,Rural,Approved
Male,Yes,Graduate,Yes,14839,2737,269,360,1,Urban,Approved
Female,No,Not Graduate,Yes,19285,2920,147,300,1,Urban,Approved
Male,Yes,Not Graduate,Yes,10044,2125,159,300,1,Urban,Approved
Female,No,Graduate,Yes,3551,389,165,300,0,Rural,Rejected
Female,Yes,Graduate,No,8116,5800,482,180,0,Urban,Rejected
Male,Yes,Not Graduate,No,4379,8007,586,240,1,Semiurban,Rejected
Male,No,Not Graduate,No,13975,7056,613,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,5891,8979,548,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,8753,1546,74,240,1,Semiurban,Approved
